latitude,longitude,hdc_temperature,bmp_temperature,humidity,pressure,mpu_altitude,time
-33.368455,-70.69028833333333,26.71,28.31,29.13,957.73,-0.0,"18/01, 13:28:41"
-33.368455,-70.69028833333333,26.74,28.31,29.21,957.74,0.06,"18/01, 13:28:45"
-33.368455,-70.69028833333333,26.77,28.31,29.21,957.71,-0.0,"18/01, 13:28:49"
-33.368455,-70.69028833333333,26.75,28.29,29.21,957.72,0.09,"18/01, 13:28:53"
-33.368455,-70.69028833333333,26.75,28.31,29.21,957.74,0.0,"18/01, 13:28:57"
-33.368455,-70.69028833333333,26.73,28.34,29.33,957.74,0.06,"18/01, 13:29:01"
-33.368455,-70.69028833333333,26.58,28.28,29.23,957.72,0.0,"18/01, 13:29:05"
-33.368455,-70.69028833333333,26.55,28.24,29.33,957.71,0.0,"18/01, 13:29:09"
-33.368455,-70.69028833333333,26.53,28.2,29.33,957.73,0.0,"18/01, 13:29:14"
-33.368455,-70.69028833333333,26.55,28.16,29.43,957.74,0.01,"18/01, 13:29:17"
-33.368455,-70.69028833333333,26.53,28.08,29.43,957.74,-0.0,"18/01, 13:29:21"
-33.368455,-70.69028833333333,26.55,28.07,29.43,957.74,0.04,"18/01, 13:29:25"
-33.368455,-70.69028833333333,26.59,28.1,29.52,957.74,-0.0,"18/01, 13:29:29"
-33.368455,-70.69028833333333,26.58,28.13,29.63,957.74,0.03,"18/01, 13:29:33"
-33.368455,-70.69028833333333,26.58,28.15,29.63,957.74,0.0,"18/01, 13:29:38"
-33.368455,-70.69028833333333,26.55,28.14,29.52,957.73,0.02,"18/01, 13:29:41"
-33.368455,-70.69028833333333,26.55,28.13,29.52,957.72,-0.0,"18/01, 13:29:45"
-33.368455,-70.69028833333333,26.58,28.15,29.63,957.71,-0.0,"18/01, 13:29:49"
-33.368455,-70.69028833333333,26.56,28.15,29.63,957.73,0.0,"18/01, 13:29:53"
-33.368455,-70.69028833333333,26.58,28.13,29.63,957.73,0.03,"18/01, 13:29:57"
-33.368455,-70.69028833333333,26.58,28.12,29.63,957.7,0.0,"18/01, 13:30:01"
-33.368455,-70.69028833333333,26.6,28.13,29.63,957.69,-0.01,"18/01, 13:30:05"
-33.368455,-70.69028833333333,26.63,28.16,29.72,957.69,0.0,"18/01, 13:30:09"
-33.368455,-70.69028833333333,26.65,28.16,29.72,957.67,-0.0,"18/01, 13:30:13"
-33.368455,-70.69029,26.66,28.17,29.72,957.69,0.0,"18/01, 13:30:17"
-33.368455,-70.69029,26.7,28.18,29.82,957.72,0.0,"18/01, 13:30:21"
-33.368455,-70.69029,26.73,28.21,29.92,957.72,0.0,"18/01, 13:30:25"
-33.368455,-70.69029,26.74,28.23,29.91,957.71,0.01,"18/01, 13:30:29"
-33.368455,-70.69029,26.78,28.27,29.91,957.68,0.0,"18/01, 13:30:33"
-33.368455,-70.69029,26.83,28.29,29.91,957.69,-0.0,"18/01, 13:30:37"
-33.368455,-70.69029,26.83,28.32,29.91,957.72,-0.0,"18/01, 13:30:41"
-33.368455,-70.69029,26.78,28.29,29.51,957.73,0.0,"18/01, 13:30:45"
-33.368455,-70.69029,26.85,28.31,29.61,957.72,0.0,"18/01, 13:30:49"
-33.368455,-70.69029,26.88,28.32,29.51,957.73,-0.0,"18/01, 13:30:53"
-33.368455,-70.69029,26.89,28.36,29.51,957.75,-0.0,"18/01, 13:30:57"
-33.368455,-70.69029,26.83,28.37,29.41,957.74,-0.0,"18/01, 13:31:01"
-33.368455,-70.69029,26.71,28.34,29.13,957.74,-0.0,"18/01, 13:31:05"
-33.368455,-70.69029,26.78,28.33,29.21,957.72,0.0,"18/01, 13:31:09"
-33.368455,-70.69029166666667,26.75,28.29,29.32,957.75,0.0,"18/01, 13:31:13"
-33.368455,-70.69029166666667,26.77,28.28,29.71,957.75,0.0,"18/01, 13:31:17"
-33.368455,-70.69029166666667,26.74,28.29,29.61,957.75,-0.0,"18/01, 13:31:21"
-33.368455,-70.69029166666667,26.74,28.29,29.51,957.75,0.0,"18/01, 13:31:25"
-33.368455,-70.69029166666667,26.78,28.29,29.51,957.76,-0.0,"18/01, 13:31:29"
-33.368455,-70.69029166666667,26.81,28.31,29.81,957.76,0.0,"18/01, 13:31:33"
-33.368455,-70.69029166666667,26.78,28.33,30.5,957.76,-0.0,"18/01, 13:31:37"
-33.368455,-70.69029166666667,26.81,28.36,30.5,957.76,-0.0,"18/01, 13:31:41"
-33.368455,-70.69029166666667,26.75,28.37,29.91,957.76,-0.0,"18/01, 13:31:45"
-33.368455,-70.69029166666667,26.77,28.37,29.71,957.75,0.0,"18/01, 13:31:49"
-33.368455,-70.69029166666667,26.7,28.36,29.63,957.74,0.0,"18/01, 13:31:53"
-33.368455,-70.69029166666667,26.65,28.3,29.43,957.75,-0.0,"18/01, 13:31:57"
-33.36845666666667,-70.69029166666667,26.7,28.3,29.52,957.76,0.17,"18/01, 13:32:01"
-33.36845666666667,-70.69029166666667,26.7,28.3,29.52,957.76,0.0,"18/01, 13:32:05"
-33.36845666666667,-70.69029166666667,26.75,28.31,29.61,957.75,-0.01,"18/01, 13:32:09"
-33.36845666666667,-70.69029166666667,26.73,28.27,29.63,957.72,-0.0,"18/01, 13:32:13"
-33.36845666666667,-70.69029166666667,26.75,28.25,29.71,957.71,-0.03,"18/01, 13:32:17"
-33.36845666666667,-70.69029166666667,26.77,28.29,29.71,957.74,0.0,"18/01, 13:32:21"
-33.36845666666667,-70.69029166666667,26.56,28.26,29.43,957.7,0.13,"18/01, 13:32:25"
-33.36845666666667,-70.69029166666667,26.6,28.2,29.52,957.71,-0.0,"18/01, 13:32:29"
-33.36845666666667,-70.69029166666667,26.6,28.19,29.52,957.71,-0.01,"18/01, 13:32:33"
-33.36845666666667,-70.69029166666667,26.65,28.19,30.22,957.75,-0.0,"18/01, 13:32:37"
-33.36845666666667,-70.69029333333333,26.65,28.18,30.32,957.75,0.15,"18/01, 13:32:41"
-33.368458333333336,-70.69029333333333,26.66,28.2,30.12,957.75,0.0,"18/01, 13:32:45"
-33.368458333333336,-70.69029333333333,26.7,28.21,30.22,957.73,0.09,"18/01, 13:32:49"
-33.368458333333336,-70.69029333333333,26.73,28.24,30.32,957.71,0.0,"18/01, 13:32:53"
-33.368458333333336,-70.69029333333333,26.74,28.26,30.6,957.73,0.03,"18/01, 13:32:57"
-33.368458333333336,-70.69029333333333,26.75,28.27,30.7,957.75,0.0,"18/01, 13:33:01"
-33.368458333333336,-70.69029333333333,26.7,28.24,30.12,957.73,0.03,"18/01, 13:33:05"
-33.368458333333336,-70.69029333333333,26.71,28.23,30.32,957.72,0.0,"18/01, 13:33:09"
-33.368458333333336,-70.69029333333333,26.74,28.26,30.5,957.71,0.05,"18/01, 13:33:13"
-33.368458333333336,-70.69029333333333,26.77,28.28,30.3,957.74,0.0,"18/01, 13:33:17"
-33.368458333333336,-70.69029333333333,26.74,28.26,29.91,957.73,0.06,"18/01, 13:33:21"
-33.368458333333336,-70.69029333333333,26.8,28.27,29.81,957.72,-0.0,"18/01, 13:33:25"
-33.368458333333336,-70.69029333333333,26.81,28.31,30.0,957.71,0.1,"18/01, 13:33:29"
-33.368458333333336,-70.69029333333333,26.84,28.34,29.71,957.68,0.0,"18/01, 13:33:33"
-33.368458333333336,-70.69029333333333,26.89,28.37,29.91,957.69,0.01,"18/01, 13:33:37"
-33.368458333333336,-70.69029333333333,26.93,28.4,30.1,957.72,-0.0,"18/01, 13:33:41"
-33.368458333333336,-70.69029333333333,26.96,28.42,30.1,957.73,0.04,"18/01, 13:33:45"
-33.368458333333336,-70.690295,26.97,28.46,30.1,957.73,0.0,"18/01, 13:33:49"
-33.368458333333336,-70.690295,27.02,28.49,29.9,957.74,0.05,"18/01, 13:33:53"
-33.368458333333336,-70.690295,27.05,28.53,29.69,957.74,0.0,"18/01, 13:33:57"
-33.368458333333336,-70.690295,27.1,28.56,29.69,957.76,-0.01,"18/01, 13:34:02"
-33.368458333333336,-70.690295,27.11,28.58,29.6,957.78,-0.0,"18/01, 13:34:05"
-33.36846,-70.690295,27.12,28.58,29.39,957.74,0.02,"18/01, 13:34:09"
-33.36846,-70.690295,27.11,28.56,29.39,957.74,-0.0,"18/01, 13:34:13"
-33.36846,-70.690295,27.11,28.54,29.6,957.75,0.02,"18/01, 13:34:17"
-33.36846,-70.690295,27.05,28.48,29.39,957.73,-0.0,"18/01, 13:34:21"
-33.36846,-70.690295,26.93,28.42,29.11,957.75,0.03,"18/01, 13:34:25"
-33.36846,-70.690295,26.88,28.32,29.02,957.74,-0.0,"18/01, 13:34:29"
-33.368458333333336,-70.69029666666667,26.92,28.33,29.11,957.76,0.0,"18/01, 13:34:33"
-33.368458333333336,-70.69029666666667,26.96,28.39,29.71,957.76,-0.0,"18/01, 13:34:37"
-33.368458333333336,-70.69029666666667,26.85,28.42,29.51,957.76,0.01,"18/01, 13:34:41"
-33.368458333333336,-70.69029666666667,26.84,28.43,29.21,957.75,-0.0,"18/01, 13:34:45"
-33.368458333333336,-70.69029666666667,26.8,28.42,29.11,957.75,0.0,"18/01, 13:34:49"
-33.368458333333336,-70.69029666666667,26.83,28.42,29.21,957.75,-0.0,"18/01, 13:34:53"
-33.36846,-70.69029666666667,26.84,28.39,29.51,957.75,-0.01,"18/01, 13:34:57"
-33.36846,-70.69029666666667,26.83,28.32,29.51,957.74,-0.0,"18/01, 13:35:01"
-33.36846,-70.69029666666667,26.85,28.3,29.51,957.75,0.0,"18/01, 13:35:05"
-33.36846,-70.69029666666667,26.88,28.35,29.51,957.74,0.0,"18/01, 13:35:09"
-33.36846,-70.69029666666667,26.88,28.39,29.61,957.75,-0.0,"18/01, 13:35:13"
-33.36846,-70.69029666666667,26.81,28.31,29.61,957.74,-0.0,"18/01, 13:35:17"
-33.368458333333336,-70.69029666666667,26.84,28.33,30.21,957.75,-0.0,"18/01, 13:35:21"
-33.368458333333336,-70.69029666666667,26.9,28.36,30.21,957.74,-0.0,"18/01, 13:35:25"
-33.368458333333336,-70.69029666666667,26.92,28.42,30.99,957.7,0.0,"18/01, 13:35:29"
-33.368458333333336,-70.69029666666667,26.95,28.42,30.8,957.7,0.0,"18/01, 13:35:33"
-33.368458333333336,-70.69029666666667,26.95,28.42,30.5,957.7,0.0,"18/01, 13:35:38"
-33.368458333333336,-70.69029666666667,26.96,28.47,31.2,957.73,0.0,"18/01, 13:35:41"
-33.368458333333336,-70.69029666666667,26.96,28.46,31.29,957.7,-0.0,"18/01, 13:35:45"
-33.368458333333336,-70.69029666666667,26.92,28.49,30.9,957.68,-0.0,"18/01, 13:35:49"
-33.368458333333336,-70.69029833333333,26.85,28.46,30.1,957.66,-0.0,"18/01, 13:35:53"
-33.368458333333336,-70.69029833333333,26.92,28.48,29.71,957.69,-0.0,"18/01, 13:35:57"
-33.368458333333336,-70.69029833333333,26.96,28.52,29.51,957.72,0.0,"18/01, 13:36:02"
-33.368458333333336,-70.69029833333333,26.96,28.54,29.51,957.7,0.0,"18/01, 13:36:05"
-33.36846,-70.69029833333333,26.97,28.56,29.41,957.74,-0.0,"18/01, 13:36:09"
-33.36846,-70.69029833333333,26.99,28.57,29.3,957.73,0.0,"18/01, 13:36:13"
-33.36846,-70.69029833333333,27.0,28.54,29.39,957.72,0.0,"18/01, 13:36:17"
-33.36846,-70.69029833333333,27.02,28.56,29.3,957.72,0.08,"18/01, 13:36:21"
-33.36846,-70.69029833333333,26.96,28.56,29.11,957.71,0.0,"18/01, 13:36:25"
-33.36846,-70.69029833333333,27.02,28.54,29.3,957.74,0.04,"18/01, 13:36:29"
-33.36846,-70.69029833333333,27.03,28.54,29.39,957.77,0.0,"18/01, 13:36:33"
-33.36846,-70.6903,27.03,28.52,29.5,957.76,0.1,"18/01, 13:36:37"
-33.36846,-70.6903,26.99,28.49,29.6,957.73,-0.0,"18/01, 13:36:41"
-33.36846,-70.6903,27.0,28.47,29.5,957.73,0.06,"18/01, 13:36:45"
-33.36846,-70.6903,26.97,28.48,29.41,957.75,-0.0,"18/01, 13:36:49"
-33.36846,-70.6903,27.03,28.53,29.3,957.74,0.08,"18/01, 13:36:53"
-33.36846,-70.6903,27.07,28.57,29.39,957.75,-0.0,"18/01, 13:36:57"
-33.36846,-70.6903,27.08,28.58,29.39,957.75,0.07,"18/01, 13:37:01"
-33.36846,-70.6903,27.1,28.6,29.39,957.76,0.0,"18/01, 13:37:05"
-33.36846,-70.6903,27.08,28.59,29.6,957.74,0.08,"18/01, 13:37:09"
-33.36846,-70.6903,27.11,28.61,29.79,957.72,-0.0,"18/01, 13:37:13"
-33.36846,-70.6903,27.14,28.63,30.09,957.75,0.07,"18/01, 13:37:17"
-33.36846,-70.6903,27.14,28.61,29.79,957.74,-0.0,"18/01, 13:37:21"
-33.36846,-70.6903,27.18,28.65,29.79,957.75,0.07,"18/01, 13:37:25"
-33.36846,-70.6903,27.17,28.66,29.69,957.77,0.0,"18/01, 13:37:29"
-33.36846,-70.6903,27.15,28.65,29.5,957.76,0.02,"18/01, 13:37:33"
-33.36846,-70.6903,27.14,28.63,29.3,957.76,0.0,"18/01, 13:37:37"
-33.36846,-70.6903,27.17,28.63,29.1,957.75,0.11,"18/01, 13:37:41"
-33.36846,-70.69030166666667,27.15,28.67,29.0,957.71,0.0,"18/01, 13:37:45"
-33.36846,-70.69030166666667,27.14,28.66,28.8,957.72,0.07,"18/01, 13:37:49"
-33.36846,-70.69030166666667,27.15,28.65,28.8,957.72,0.0,"18/01, 13:37:53"
-33.36846,-70.69030166666667,27.14,28.64,28.8,957.72,0.07,"18/01, 13:37:57"
-33.368458333333336,-70.69030166666667,27.11,28.59,28.61,957.73,0.0,"18/01, 13:38:01"
-33.368458333333336,-70.69030166666667,27.05,28.54,28.51,957.72,0.06,"18/01, 13:38:05"
-33.368458333333336,-70.69030166666667,27.1,28.54,28.61,957.7,0.0,"18/01, 13:38:09"
-33.368458333333336,-70.69030166666667,27.02,28.57,28.51,957.68,0.05,"18/01, 13:38:13"
-33.368458333333336,-70.69030166666667,27.02,28.56,28.61,957.69,-0.0,"18/01, 13:38:17"
-33.368458333333336,-70.69030166666667,27.0,28.52,28.61,957.67,0.03,"18/01, 13:38:21"
-33.368458333333336,-70.69030166666667,27.03,28.53,28.61,957.69,0.0,"18/01, 13:38:25"
-33.368458333333336,-70.69030166666667,26.96,28.47,28.72,957.69,0.01,"18/01, 13:38:29"
-33.368458333333336,-70.69030166666667,27.0,28.47,28.8,957.69,0.0,"18/01, 13:38:33"
-33.368458333333336,-70.69030166666667,27.0,28.5,28.8,957.65,0.03,"18/01, 13:38:37"
-33.368458333333336,-70.69030166666667,26.99,28.55,28.7,957.68,-0.0,"18/01, 13:38:41"
-33.368458333333336,-70.69030166666667,26.9,28.56,28.72,957.69,0.02,"18/01, 13:38:45"
-33.368458333333336,-70.69030166666667,26.89,28.51,28.81,957.69,0.0,"18/01, 13:38:49"
-33.368458333333336,-70.69030166666667,26.95,28.53,28.92,957.69,0.02,"18/01, 13:38:53"
-33.368458333333336,-70.69030166666667,26.93,28.59,29.02,957.68,0.0,"18/01, 13:38:57"
-33.368458333333336,-70.69030166666667,26.96,28.63,29.02,957.66,0.0,"18/01, 13:39:01"
-33.368458333333336,-70.69030333333333,27.0,28.65,29.1,957.67,-0.0,"18/01, 13:39:05"
-33.368458333333336,-70.69030333333333,26.99,28.68,29.1,957.67,-0.01,"18/01, 13:39:09"
-33.368458333333336,-70.69030333333333,26.99,28.7,29.0,957.69,0.0,"18/01, 13:39:13"
-33.368458333333336,-70.69030333333333,26.93,28.69,29.02,957.7,-0.0,"18/01, 13:39:17"
-33.368458333333336,-70.69030333333333,26.93,28.68,29.11,957.69,0.0,"18/01, 13:39:21"
-33.368458333333336,-70.69030333333333,26.96,28.67,29.21,957.69,0.0,"18/01, 13:39:25"
-33.368458333333336,-70.69030333333333,26.97,28.67,29.32,957.68,0.0,"18/01, 13:39:29"
-33.368458333333336,-70.69030333333333,26.97,28.67,29.41,957.69,0.0,"18/01, 13:39:33"
-33.368458333333336,-70.69030333333333,26.97,28.68,29.32,957.7,-0.0,"18/01, 13:39:37"
-33.368458333333336,-70.69030333333333,26.99,28.68,29.39,957.7,0.0,"18/01, 13:39:41"
-33.368458333333336,-70.69030333333333,26.96,28.63,29.91,957.69,0.0,"18/01, 13:39:45"
-33.368458333333336,-70.69030333333333,26.99,28.65,30.68,957.7,-0.0,"18/01, 13:39:49"
-33.368458333333336,-70.69030333333333,27.02,28.67,30.58,957.68,0.0,"18/01, 13:39:53"
-33.368458333333336,-70.69030333333333,27.05,28.68,30.29,957.67,-0.0,"18/01, 13:39:57"
-33.368458333333336,-70.69030333333333,27.07,28.71,29.9,957.65,0.0,"18/01, 13:40:02"
-33.368458333333336,-70.69030333333333,27.07,28.74,29.5,957.65,-0.0,"18/01, 13:40:05"
-33.368458333333336,-70.69030333333333,27.0,28.75,29.2,957.64,-0.0,"18/01, 13:40:09"
-33.368458333333336,-70.69030333333333,27.03,28.76,29.2,957.67,0.0,"18/01, 13:40:13"
-33.368458333333336,-70.69030333333333,27.1,28.76,29.6,957.67,0.0,"18/01, 13:40:18"
-33.368458333333336,-70.69030333333333,27.12,28.75,29.69,957.67,0.0,"18/01, 13:40:21"
-33.368458333333336,-70.69030333333333,27.1,28.75,30.19,957.67,-0.0,"18/01, 13:40:25"
-33.368458333333336,-70.69030333333333,27.14,28.76,30.49,957.67,-0.0,"18/01, 13:40:29"
-33.368458333333336,-70.69030333333333,27.14,28.79,30.49,957.66,0.0,"18/01, 13:40:33"
-33.368458333333336,-70.69030333333333,27.17,28.82,30.19,957.68,-0.0,"18/01, 13:40:37"
-33.368458333333336,-70.69030333333333,27.18,28.85,29.99,957.69,0.07,"18/01, 13:40:41"
-33.36846,-70.69030166666667,27.21,28.85,29.79,957.67,0.0,"18/01, 13:40:45"
-33.36846166666667,-70.69029666666667,27.12,28.77,29.69,957.63,0.14,"18/01, 13:40:49"
-33.36846666666667,-70.690295,27.17,28.76,29.99,957.63,-0.0,"18/01, 13:40:53"
-33.36846833333333,-70.69029333333333,27.21,28.81,29.9,957.67,0.03,"18/01, 13:40:57"
-33.36846166666667,-70.69030333333333,27.21,28.83,29.69,957.67,-0.0,"18/01, 13:41:02"
-33.368473333333334,-70.69029833333333,27.22,28.81,30.08,957.67,0.07,"18/01, 13:41:05"
-33.368478333333336,-70.69029833333333,27.2,28.83,30.09,957.69,0.0,"18/01, 13:41:10"
-33.368476666666666,-70.69029833333333,27.17,28.73,29.79,957.69,0.14,"18/01, 13:41:14"
-33.36848333333333,-70.690305,27.17,28.74,29.69,957.68,0.0,"18/01, 13:41:17"
-33.36848666666667,-70.69030333333333,27.21,28.75,29.69,957.67,0.07,"18/01, 13:41:21"
-33.36849,-70.69030666666667,27.21,28.81,29.6,957.65,-0.0,"18/01, 13:41:26"
-33.368491666666664,-70.69030666666667,27.25,28.85,29.68,957.65,0.07,"18/01, 13:41:29"
-33.36848833333333,-70.69030666666667,27.26,28.9,29.78,957.66,-0.0,"18/01, 13:41:34"
-33.36848666666667,-70.69030666666667,27.3,28.92,29.88,957.72,0.06,"18/01, 13:41:37"
-33.368453333333335,-70.69030666666667,27.29,28.95,29.68,957.74,0.0,"18/01, 13:41:41"
-33.36844833333333,-70.69031166666667,27.27,28.93,29.58,957.75,0.03,"18/01, 13:41:45"
-33.36844833333333,-70.69031333333334,27.26,28.91,29.48,957.75,0.0,"18/01, 13:41:49"
-33.36845,-70.69031333333334,27.2,28.89,29.6,957.73,0.09,"18/01, 13:41:53"
-33.36844833333333,-70.69031333333334,27.17,28.84,29.39,957.72,-0.0,"18/01, 13:41:57"
-33.36845,-70.69031333333334,27.18,28.83,29.39,957.73,0.05,"18/01, 13:42:01"
-33.36845,-70.69031333333334,27.03,28.76,29.3,957.72,0.0,"18/01, 13:42:06"
-33.368446666666664,-70.69031166666667,26.99,28.72,29.3,957.72,0.05,"18/01, 13:42:09"
-33.36845,-70.69031333333334,26.92,28.68,29.41,957.69,0.0,"18/01, 13:42:13"
-33.36845,-70.69031333333334,26.9,28.63,29.51,957.68,0.05,"18/01, 13:42:17"
-33.36845,-70.69031333333334,26.9,28.55,29.61,957.7,-0.0,"18/01, 13:42:21"
-33.368455,-70.69031166666667,26.89,28.47,29.71,957.67,0.04,"18/01, 13:42:25"
-33.368453333333335,-70.69031,26.89,28.47,29.81,957.67,-0.0,"18/01, 13:42:30"
-33.36846666666667,-70.69031333333334,26.89,28.49,29.81,957.69,0.03,"18/01, 13:42:34"
-33.36846,-70.69032,26.92,28.49,29.91,957.69,0.0,"18/01, 13:42:37"
-33.368451666666665,-70.69031666666666,26.95,28.46,29.91,957.7,0.02,"18/01, 13:42:41"
-33.368445,-70.69031,26.88,28.41,29.91,957.71,0.0,"18/01, 13:42:45"
-33.36844333333333,-70.69030833333333,26.93,28.39,30.0,957.7,0.02,"18/01, 13:42:49"
-33.368445,-70.69030666666667,26.89,28.38,30.1,957.69,0.0,"18/01, 13:42:53"
-33.36845,-70.69030166666667,26.89,28.4,30.1,957.67,-0.0,"18/01, 13:42:57"
-33.368458333333336,-70.6903,26.88,28.4,30.1,957.7,-0.0,"18/01, 13:43:01"
-33.36847,-70.69029666666667,26.92,28.42,30.1,957.69,0.04,"18/01, 13:43:05"
-33.368471666666665,-70.69029833333333,26.89,28.44,30.1,957.7,0.0,"18/01, 13:43:09"
-33.368476666666666,-70.69029666666667,26.84,28.4,29.91,957.67,-0.02,"18/01, 13:43:13"
-33.368451666666665,-70.69031333333334,26.81,28.34,29.91,957.67,-0.0,"18/01, 13:43:17"
-33.368453333333335,-70.69031166666667,26.78,28.34,29.91,957.64,-0.0,"18/01, 13:43:21"
-33.368453333333335,-70.69031333333334,26.75,28.33,29.91,957.64,0.0,"18/01, 13:43:26"
-33.368451666666665,-70.69031166666667,26.8,28.35,29.91,957.68,0.0,"18/01, 13:43:29"
-33.368451666666665,-70.69031166666667,26.8,28.36,30.0,957.68,0.0,"18/01, 13:43:33"
-33.368451666666665,-70.69031333333334,26.81,28.35,30.0,957.68,-0.0,"18/01, 13:43:37"
-33.368451666666665,-70.69031333333334,26.85,28.34,30.1,957.67,-0.0,"18/01, 13:43:41"
-33.368451666666665,-70.69031333333334,26.88,28.36,30.4,957.68,-0.0,"18/01, 13:43:45"
-33.368451666666665,-70.69031333333334,26.9,28.37,30.4,957.67,0.0,"18/01, 13:43:49"
-33.368453333333335,-70.69031333333334,26.9,28.41,30.3,957.68,-0.0,"18/01, 13:43:53"
-33.368453333333335,-70.69031333333334,26.95,28.42,30.3,957.68,0.0,"18/01, 13:43:57"
-33.368453333333335,-70.69031333333334,26.9,28.4,30.21,957.68,0.0,"18/01, 13:44:02"
-33.368453333333335,-70.69031333333334,26.95,28.38,30.3,957.66,0.0,"18/01, 13:44:05"
-33.368453333333335,-70.69031333333334,26.95,28.4,30.4,957.65,0.0,"18/01, 13:44:09"
-33.368453333333335,-70.69031333333334,26.96,28.44,30.5,957.66,-0.0,"18/01, 13:44:14"
-33.368453333333335,-70.69031333333334,26.93,28.47,30.21,957.61,-0.0,"18/01, 13:44:17"
-33.368453333333335,-70.69031333333334,26.88,28.48,30.0,957.6,-0.0,"18/01, 13:44:21"
-33.368453333333335,-70.69031333333334,26.9,28.49,30.0,957.6,0.0,"18/01, 13:44:25"
-33.368453333333335,-70.69031166666667,26.96,28.51,30.21,957.63,-0.0,"18/01, 13:44:29"
-33.368453333333335,-70.69031166666667,26.97,28.53,30.21,957.65,0.0,"18/01, 13:44:33"
-33.368453333333335,-70.69031166666667,27.02,28.53,30.49,957.66,-0.0,"18/01, 13:44:37"
-33.368453333333335,-70.69031166666667,27.07,28.55,30.49,957.67,-0.0,"18/01, 13:44:41"
-33.368453333333335,-70.69031166666667,27.07,28.58,30.49,957.67,-0.0,"18/01, 13:44:45"
-33.368453333333335,-70.69031166666667,27.11,28.59,30.49,957.69,-0.0,"18/01, 13:44:49"
-33.368453333333335,-70.69031166666667,27.11,28.63,30.49,957.68,-0.0,"18/01, 13:44:53"
-33.368453333333335,-70.69031166666667,27.14,28.66,30.49,957.66,0.0,"18/01, 13:44:57"
-33.368453333333335,-70.69031166666667,27.15,28.68,30.68,957.67,-0.08,"18/01, 13:45:01"
-33.368453333333335,-70.69031166666667,27.2,28.7,30.58,957.71,0.0,"18/01, 13:45:05"
-33.368453333333335,-70.69031166666667,27.18,28.71,30.29,957.7,0.08,"18/01, 13:45:09"
-33.368453333333335,-70.69031166666667,27.2,28.74,30.19,957.71,0.0,"18/01, 13:45:13"
-33.368453333333335,-70.69031166666667,27.2,28.77,30.09,957.71,0.06,"18/01, 13:45:17"
-33.368453333333335,-70.69031166666667,27.2,28.8,29.99,957.71,0.0,"18/01, 13:45:21"
-33.368453333333335,-70.69031166666667,27.2,28.81,29.79,957.68,0.11,"18/01, 13:45:25"
-33.368453333333335,-70.69031166666667,27.21,28.82,29.69,957.71,-0.0,"18/01, 13:45:29"
-33.368453333333335,-70.69031166666667,27.08,28.72,29.69,957.71,0.08,"18/01, 13:45:33"
-33.368453333333335,-70.69031166666667,27.15,28.68,29.79,957.68,0.0,"18/01, 13:45:37"
-33.368453333333335,-70.69031166666667,27.15,28.69,30.09,957.66,0.09,"18/01, 13:45:41"
-33.368453333333335,-70.69031166666667,27.18,28.74,30.39,957.66,0.0,"18/01, 13:45:45"
-33.368453333333335,-70.69031166666667,27.18,28.73,30.49,957.65,0.04,"18/01, 13:45:49"
-33.368453333333335,-70.69031166666667,27.22,28.75,30.47,957.66,0.0,"18/01, 13:45:53"
-33.368455,-70.69031166666667,27.27,28.78,30.47,957.64,0.06,"18/01, 13:45:57"
-33.368455,-70.69031166666667,27.32,28.81,30.37,957.64,-0.0,"18/01, 13:46:01"
-33.368455,-70.69031166666667,27.35,28.84,30.08,957.65,0.06,"18/01, 13:46:05"
-33.368455,-70.69031166666667,27.37,28.88,29.88,957.64,-0.0,"18/01, 13:46:09"
-33.368455,-70.69031166666667,27.4,28.92,29.88,957.67,0.02,"18/01, 13:46:13"
-33.368455,-70.69031166666667,27.37,28.96,30.47,957.68,0.0,"18/01, 13:46:17"
-33.368455,-70.69031166666667,27.39,28.98,30.37,957.68,0.04,"18/01, 13:46:21"
-33.368455,-70.69031166666667,27.42,29.0,30.08,957.7,-0.0,"18/01, 13:46:25"
-33.368455,-70.69031166666667,27.33,29.0,29.68,957.7,0.02,"18/01, 13:46:29"
-33.368455,-70.69031333333334,27.44,29.01,29.68,957.72,0.0,"18/01, 13:46:33"
-33.368455,-70.69031333333334,27.39,28.99,29.58,957.73,0.04,"18/01, 13:46:37"
-33.368455,-70.69031333333334,27.36,28.97,29.48,957.73,0.0,"18/01, 13:46:41"
-33.368455,-70.69031333333334,27.33,28.94,29.48,957.74,0.02,"18/01, 13:46:45"
-33.368455,-70.69031333333334,27.35,28.95,29.48,957.72,0.0,"18/01, 13:46:49"
-33.368455,-70.69031333333334,27.29,28.95,29.48,957.72,0.05,"18/01, 13:46:54"
-33.368455,-70.69031333333334,27.18,28.89,29.39,957.68,-0.0,"18/01, 13:46:57"
-33.368455,-70.69031333333334,27.27,28.85,29.58,957.7,0.03,"18/01, 13:47:01"
-33.368455,-70.69031333333334,27.26,28.85,29.68,957.7,-0.0,"18/01, 13:47:05"
-33.368455,-70.69031333333334,27.27,28.86,29.58,957.71,0.0,"18/01, 13:47:09"
-33.368455,-70.69031333333334,27.3,28.88,29.68,957.72,-0.0,"18/01, 13:47:13"
-33.368455,-70.69031333333334,27.32,28.91,29.68,957.73,0.01,"18/01, 13:47:17"
-33.368455,-70.69031333333334,27.33,28.93,29.68,957.73,0.0,"18/01, 13:47:21"
-33.368455,-70.69031333333334,27.18,28.89,29.6,957.7,0.01,"18/01, 13:47:25"
